Date,Open,High,Low,Close,Adj Close,Volume,MA for 10 days,MA for 20 days,MA for 50 days,prediction
2018-04-18,53.95050048828125,54.099998474121094,53.5260009765625,53.769500732421875,53.769500732421875,31126000,51.99209976196289,51.841224670410156,53.81112991333008,50.34700012207031
2018-04-19,53.45100021362305,54.8754997253418,53.45100021362305,54.47249984741211,54.47249984741211,39884000,52.27614974975586,51.82984962463379,53.81614990234375,50.25899887084961
2018-04-20,54.2135009765625,54.73749923706055,53.60499954223633,53.86600112915039,53.86600112915039,42434000,52.612999725341794,51.890274620056154,53.83805992126465,51.856998443603516
2018-04-23,54.14899826049805,54.400001525878906,53.33399963378906,53.69049835205078,53.69049835205078,69590000,52.88159942626953,52.00842456817627,53.90415985107422,50.631500244140625
2018-04-24,52.959999084472656,53.2244987487793,50.643001556396484,51.13199996948242,51.13199996948242,128220000,52.81229934692383,51.92979965209961,53.88052986145019,50.933998107910156
2018-04-25,51.48749923706055,51.80350112915039,50.85049819946289,51.14950180053711,51.14950180053711,57860000,52.801949691772464,51.969924736022946,53.848959884643556,51.48550033569336
2018-04-26,51.6609992980957,52.60100173950195,51.022499084472656,52.16550064086914,52.16550064086914,50926000,52.8320499420166,52.065249824523924,53.8381298828125,51.63199996948242
2018-04-27,52.277000427246094,52.584999084472656,51.37950134277344,51.5724983215332,51.5724983215332,40746000,52.809099960327146,52.05102481842041,53.7968798828125,50.497501373291016
2018-04-30,51.72100067138672,51.91849899291992,50.915000915527344,50.92900085449219,50.92900085449219,34492000,52.671500015258786,52.06589984893799,53.7240998840332,51.00450134277344
2018-05-01,50.814998626708984,52.08649826049805,50.53049850463867,52.037498474121094,52.037498474121094,35326000,52.478450012207034,52.12107486724854,53.66934982299804,51.82500076293945
2018-05-02,51.70000076293945,52.19900131225586,51.15800094604492,51.3025016784668,51.3025016784668,34698000,52.231750106811525,52.111924934387204,53.591809844970705,51.25299835205078
2018-05-03,51.26850128173828,51.53450012207031,50.394500732421875,51.314998626708984,51.314998626708984,39282000,51.91599998474121,52.09607486724853,53.504359817504884,51.864498138427734
2018-05-04,50.980499267578125,52.59400177001953,50.90250015258789,52.54999923706055,52.54999923706055,36892000,51.784399795532224,52.19869976043701,53.445459823608395,51.801998138427734
2018-05-07,52.69449996948242,53.25,52.51350021362305,52.972999572753906,52.972999572753906,34400000,51.71264991760254,52.29712467193603,53.376829833984374,52.30500030517578
2018-05-08,53.23099899291992,53.26150131225586,52.582000732421875,52.929500579833984,52.929500579833984,26030000,51.8923999786377,52.35234966278076,53.29171981811523,53.96799850463867
2018-05-09,53.20500183105469,54.70000076293945,53.105499267578125,54.4474983215332,54.4474983215332,47160000,52.22219963073731,52.512074661254886,53.26315979003906,53.769500732421875
2018-05-10,54.75,55.47050094604492,54.694000244140625,55.27349853515625,55.27349853515625,36414000,52.532999420166014,52.68252468109131,53.26470977783203,54.47249984741211
2018-05-11,55.02050018310547,55.45050048828125,54.861000061035156,55.16899871826172,55.16899871826172,30504000,52.892649459838864,52.850874710083005,53.29667976379395,53.86600112915039
2018-05-14,55.278499603271484,55.907501220703125,55.2400016784668,55.33000183105469,55.33000183105469,39338000,53.33274955749512,53.00212478637695,53.3191397857666,53.69049835205078
2018-05-15,54.845001220703125,54.95600128173828,53.93899917602539,54.243499755859375,54.243499755859375,35738000,53.55334968566895,53.01589984893799,53.309249801635744,51.13199996948242
2018-05-16,54.25450134277344,54.71900177001953,54.08150100708008,54.204498291015625,54.204498291015625,25628000,53.84354934692383,53.03764972686768,53.29243980407715,51.14950180053711
2018-05-17,54.073001861572266,54.54999923706055,53.82099914550781,54.0629997253418,54.0629997253418,25738000,54.11834945678711,53.01717472076416,53.25865982055664,52.16550064086914
2018-05-18,53.29999923706055,53.686500549316406,53.23400115966797,53.481998443603516,53.481998443603516,35482000,54.21154937744141,52.99797458648682,53.19891975402832,51.5724983215332
2018-05-21,53.95000076293945,54.665000915527344,53.900001525878906,54.20050048828125,54.20050048828125,25180000,54.33429946899414,53.02347469329834,53.12208976745605,50.92900085449219
2018-05-22,54.4900016784668,54.59000015258789,53.612998962402344,53.765499114990234,53.765499114990234,22226000,54.41789932250977,53.15514965057373,53.0314697265625,52.037498474121094
2018-05-23,53.5,54.400001525878906,53.347999572753906,54.29800033569336,54.29800033569336,23740000,54.402949523925784,53.312574577331546,52.977519760131834,51.3025016784668
2018-05-24,54.345001220703125,54.35599899291992,53.6150016784668,54.272499084472656,54.272499084472656,20604000,54.30284957885742,53.41792449951172,52.91407974243164,51.314998626708984
2018-05-25,54.32749938964844,54.47850036621094,54.130001068115234,54.20399856567383,54.20399856567383,22224000,54.206349563598636,53.54949951171875,52.847549743652344,52.54999923706055
2018-05-29,53.79999923706055,54.06700134277344,53.15399932861328,53.403499603271484,53.403499603271484,36076000,54.01369934082031,53.673224449157715,52.78119972229004,52.972999572753906
2018-05-30,53.67399978637695,53.949501037597656,53.32749938964844,53.87350082397461,53.87350082397461,28686000,53.97669944763184,53.76502456665039,52.75859970092773,52.929500579833984
2018-05-31,54.099998474121094,55.5,53.900001525878906,55.0,55.0,79368000,54.05624961853027,53.94989948272705,52.762799682617185,54.4474983215332
2018-06-01,55.64350128173828,56.90800094604492,55.60049819946289,56.75,56.75,63202000,54.32494964599609,54.2216495513916,52.8037996673584,55.27349853515625
2018-06-04,56.92499923706055,57.893001556396484,56.849998474121094,57.652000427246094,57.652000427246094,44754000,54.74194984436035,54.47674961090088,52.90368965148926,55.16899871826172
2018-06-05,57.733001708984375,58.05500030517578,57.37300109863281,57.55099868774414,57.55099868774414,32964000,55.07699966430664,54.70564956665039,53.028159637451175,55.33000183105469
2018-06-06,57.63850021362305,57.73550033569336,56.816001892089844,57.34749984741211,57.34749984741211,34934000,55.43519973754883,54.9265495300293,53.1210196685791,54.243499755859375
2018-06-07,57.229000091552734,57.29349899291992,56.305999755859375,56.72100067138672,56.72100067138672,36108000,55.677499771118164,55.040224647521974,53.24849967956543,54.204498291015625
2018-06-08,56.56050109863281,56.93899917602539,56.1614990234375,56.635501861572266,56.635501861572266,27284000,55.91380004882812,55.10832481384277,53.37602973937988,54.0629997253418
2018-06-11,56.64699935913086,57.387001037597656,56.56999969482422,57.04499816894531,57.04499816894531,24796000,56.197900009155276,55.202124786376956,53.47978973388672,53.481998443603516
2018-06-12,57.05099868774414,57.4375,57.05099868774414,57.40950012207031,57.40950012207031,26092000,56.59850006103515,55.30609970092773,53.61534973144531,54.20050048828125
2018-06-13,57.61399841308594,57.78200149536133,57.16899871826172,57.21149826049805,57.21149826049805,34302000,56.9322998046875,55.45449962615967,53.74089973449707,53.765499114990234
2018-06-14,57.61050033569336,58.29949951171875,57.529998779296875,58.00550079345703,58.00550079345703,35422000,57.2328498840332,55.64454975128174,53.871299743652344,54.29800033569336
2018-06-15,57.99599838256836,58.195499420166016,57.68450164794922,57.9635009765625,57.9635009765625,44438000,57.354199981689455,55.83957481384277,53.99792976379395,54.272499084472656
2018-06-18,57.634498596191406,59.20650100708008,57.54999923706055,59.17900085449219,59.17900085449219,33038000,57.506900024414065,56.12442493438721,54.17155975341797,54.20399856567383
2018-06-19,58.50550079345703,59.140499114990234,58.080501556396484,58.93450164794922,58.93450164794922,47282000,57.64525032043457,56.361124992370605,54.330159759521486,53.403499603271484
2018-06-20,59.165000915527344,60.074501037597656,59.10150146484375,59.20349884033203,59.20349884033203,51686000,57.830850219726564,56.63302497863769,54.47772972106934,53.87350082397461
2018-06-21,59.2755012512207,59.51649856567383,58.17399978637695,58.47200012207031,58.47200012207031,44966000,58.005950164794925,56.841724967956544,54.622109756469726,55.0
2018-06-22,58.574501037597656,58.75,57.98249816894531,58.464500427246094,58.464500427246094,34220000,58.188850021362306,57.05132503509522,54.75410980224609,56.75
2018-06-25,57.75,57.79949951171875,55.994998931884766,56.9640007019043,56.9640007019043,57682000,58.1807502746582,57.189325141906735,54.85734985351562,57.652000427246094
2018-06-26,57.207000732421875,57.34349822998047,56.45000076293945,56.63100051879883,56.63100051879883,34688000,58.10290031433105,57.3507001876831,54.94386985778809,57.55099868774414
2018-06-27,56.79999923706055,57.31050109863281,55.834999084472656,55.84700012207031,55.84700012207031,34538000,57.96645050048828,57.44937515258789,54.981449890136716,57.34749984741211
2018-06-28,55.61949920654297,56.70000076293945,55.30350112915039,56.3390007019043,56.3390007019043,29726000,57.79980049133301,57.51632518768311,55.032839889526365,56.72100067138672
2018-06-29,56.615501403808594,57.06800079345703,56.35100173950195,56.45949935913086,56.45949935913086,31562000,57.649400329589845,57.50180015563965,55.072579879760745,56.635501861572266
2018-07-02,55.76750183105469,57.14950180053711,55.33000183105469,57.105499267578125,57.105499267578125,23216000,57.44205017089844,57.47447509765625,55.137369842529296,57.04499816894531
2018-07-03,57.47100067138672,57.49549865722656,55.721500396728516,55.81399917602539,55.81399917602539,16448000,57.12999992370605,57.38762512207031,55.17983985900879,57.40950012207031
2018-07-05,56.22999954223633,57.207000732421875,56.15599822998047,57.06449890136719,57.06449890136719,28594000,56.91609992980957,57.373475074768066,55.298489837646486,57.21149826049805
2018-07-06,57.0885009765625,57.810001373291016,56.86199951171875,57.75400161743164,57.75400161743164,21820000,56.8443000793457,57.42512512207031,55.430579833984375,58.00550079345703
2018-07-09,58.0,58.39649963378906,57.86149978637695,58.36399841308594,58.36399841308594,21584000,56.834249877929686,57.511549949645996,55.55454978942871,57.9635009765625
2018-07-10,58.4995002746582,58.67499923706055,58.12799835205078,58.356998443603516,58.356998443603516,21334000,56.97354965209961,57.57714996337891,55.69023979187012,59.17900085449219
2018-07-11,57.78099822998047,59.02199935913086,57.76850128173828,58.573001861572266,58.573001861572266,33252000,57.16774978637695,57.635325050354005,55.84311981201172,58.93450164794922
2018-07-12,58.74300003051758,60.0994987487793,58.654998779296875,60.0629997253418,60.0629997253418,44148000,57.5893497467041,57.77790012359619,56.00362983703613,59.20349884033203
2018-07-13,60.13999938964844,60.52199935913086,59.76449966430664,60.22100067138672,60.22100067138672,32612000,57.97754974365235,57.888675117492674,56.18199981689453,58.47200012207031
2018-07-16,60.19049835205078,60.43550109863281,59.66999816894531,59.82550048828125,59.82550048828125,26784000,58.31414985656738,57.98177509307861,56.352209854125974,58.464500427246094
2018-07-17,59.137001037597656,60.9379997253418,59.099998474121094,60.65399932861328,60.65399932861328,40162000,58.6689998626709,58.05552501678467,56.51428985595703,56.9640007019043
2018-07-18,60.42649841308594,61.079498291015625,60.22800064086914,60.64550018310547,60.64550018310547,38948000,59.1521499633789,58.14107494354248,56.66773986816406,56.63100051879883
2018-07-19,60.33250045776367,60.82400131225586,59.88650131225586,59.95500183105469,59.95500183105469,38338000,59.441200256347656,58.178650093078616,56.808249893188474,55.84700012207031
2018-07-20,59.96200180053711,60.53850173950195,59.829498291015625,59.89400100708008,59.89400100708008,37938000,59.6552001953125,58.2497501373291,56.91717994689942,56.3390007019043
2018-07-23,59.78300094604492,60.755001068115234,59.60049819946289,60.54999923706055,60.54999923706055,65446000,59.87380027770996,58.35402507781983,57.0227099609375,56.45949935913086
2018-07-24,63.54999923706055,63.75,62.207000732421875,62.907501220703125,62.907501220703125,107600000,60.32885055541992,58.65120010375976,57.17748001098633,57.105499267578125
2018-07-25,62.63100051879883,63.9119987487793,62.45249938964844,63.797000885009766,63.797000885009766,51104000,60.85125045776367,59.009500122070314,57.34681999206543,55.81399917602539
2018-07-26,63.35900115966797,64.37000274658203,63.150001525878906,64.2750015258789,64.2750015258789,54686000,61.272450637817386,59.430900192260744,57.54745002746582,57.06449890136719
2018-07-27,64.45600128173828,64.5719985961914,62.2244987487793,62.644500732421875,62.644500732421875,48362000,61.5148006439209,59.74617519378662,57.716250076293946,57.75400161743164
2018-07-30,62.252498626708984,62.644500732421875,61.208499908447266,61.50199890136719,61.50199890136719,43896000,61.682450485229495,59.99830017089844,57.86503005981445,58.36399841308594
2018-07-31,61.58549880981445,62.06050109863281,60.80950164794922,61.361000061035156,61.361000061035156,39382000,61.75315055847168,60.21107521057129,58.022610092163085,58.356998443603516
2018-08-01,61.955501556396484,62.29499816894531,61.24700164794922,61.64950180053711,61.64950180053711,36994000,61.85355072021484,60.50285034179687,58.171590118408204,58.573001861572266
2018-08-02,60.92499923706055,62.22050094604492,60.90299987792969,62.05649948120117,62.05649948120117,34704000,62.06370048522949,60.75245037078857,58.33741012573242,60.0629997253418
2018-08-03,62.25899887084961,62.32600021362305,61.47100067138672,61.90800094604492,61.90800094604492,21264000,62.26510047912598,60.96015033721924,58.48961013793945,60.22100067138672
2018-08-06,62.080501556396484,62.12300109863281,61.5265007019043,61.88349914550781,61.88349914550781,22114000,62.398450469970705,61.13612537384033,58.641830139160156,59.82550048828125
2018-08-07,62.60049819946289,63.30400085449219,62.59000015258789,62.79199981689453,62.79199981689453,42506000,62.38690032958984,61.357875442504884,58.81359016418457,60.65399932861328
2018-08-08,62.83599853515625,63.58599853515625,62.60599899291992,63.06650161743164,63.06650161743164,34344000,62.31385040283203,61.58255043029785,59.006850204467774,60.64550018310547
2018-08-09,63.13650131225586,63.597999572753906,63.005001068115234,63.222999572753906,63.222999572753906,27326000,62.20865020751953,61.740550422668456,59.193840179443356,59.95500183105469
2018-08-10,62.95899963378906,63.060001373291016,62.358001708984375,62.6254997253418,62.6254997253418,26602000,62.206750106811526,61.86077537536621,59.34635017395019,59.89400100708008
2018-08-13,62.560001373291016,63.298500061035156,62.35150146484375,62.43199920654297,62.43199920654297,27500000,62.2997501373291,61.9911003112793,59.459990158081055,60.54999923706055
2018-08-14,62.625,63.02949905395508,61.97700119018555,62.90700149536133,62.90700149536133,28080000,62.454350280761716,62.1037504196167,59.56509017944336,62.907501220703125
2018-08-15,62.2140007019043,62.5989990234375,61.3120002746582,61.611000061035156,61.611000061035156,37052000,62.450500106811525,62.152025413513186,59.64629020690918,63.797000885009766
2018-08-16,62.0994987487793,62.185001373291016,60.98149871826172,61.202999114990234,61.202999114990234,32176000,62.36515007019043,62.214425277709964,59.72340019226074,64.2750015258789
2018-08-17,61.10200119018555,61.34749984741211,60.20000076293945,60.79249954223633,60.79249954223633,33092000,62.25359992980957,62.25935020446777,59.804830169677736,62.644500732421875
2018-08-20,61.03300094604492,61.295501708984375,60.435001373291016,61.09749984741211,61.09749984741211,22218000,62.175,62.286725234985354,59.89407012939453,61.50199890136719
2018-08-21,61.1510009765625,61.63800048828125,60.75149917602539,60.87049865722656,60.87049865722656,23082000,61.9828498840332,62.184875106811525,59.970580139160155,61.361000061035156
2018-08-22,60.71099853515625,61.326499938964844,60.6609992980957,61.087501525878906,61.087501525878906,22296000,61.78494987487793,62.04940013885498,60.04414016723633,61.64950180053711
2018-08-23,60.99399948120117,61.75849914550781,60.967498779296875,61.05799865722656,61.05799865722656,24666000,61.56844978332519,61.888549995422366,60.1210701751709,62.05649948120117
2018-08-24,61.29999923706055,61.869998931884766,61.07099914550781,61.837501525878906,61.837501525878906,24454000,61.48964996337891,61.84820003509522,60.19771018981933,61.90800094604492
2018-08-27,62.207000732421875,62.89350128173828,62.034000396728516,62.813499450683594,62.813499450683594,28580000,61.52779998779297,61.91377506256104,60.29471015930176,61.88349914550781
2018-08-28,62.79499816894531,62.827999114990234,62.14849853515625,62.292999267578125,62.292999267578125,27330000,61.46639976501465,61.960375022888186,60.35699012756348,62.79199981689453
2018-08-29,62.75,63.35850143432617,62.63999938964844,63.23249816894531,63.23249816894531,36926000,61.628549575805664,62.03952484130859,60.442950057983396,63.06650161743164
2018-08-30,63.16999816894531,63.4744987487793,62.36050033569336,62.72200012207031,62.72200012207031,30104000,61.78044967651367,62.072799873352054,60.51332008361816,63.222999572753906
2018-08-31,62.61050033569336,62.627498626708984,61.287498474121094,61.59000015258789,61.59000015258789,42308000,61.860199737548825,62.056899833679196,60.575680084228516,62.6254997253418
2018-09-04,61.125999450683594,61.39350128173828,60.327999114990234,60.56549835205078,60.56549835205078,41458000,61.806999588012694,61.99099979400635,60.61770004272461,62.43199920654297
2018-09-05,60.46099853515625,60.743499755859375,58.766998291015625,59.95500183105469,59.95500183105469,53988000,61.71544990539551,61.84914989471436,60.67752006530762,62.90700149536133
2018-09-06,59.92850112915039,59.949501037597656,58.18050003051758,59.199501037597656,59.199501037597656,46854000,61.52664985656738,61.655799865722656,60.728890075683594,61.611000061035156
2018-09-07,58.599998474121094,59.4275016784668,58.4635009765625,58.87950134277344,58.87950134277344,32658000,61.30880012512207,61.438624954223634,60.78954010009765,61.202999114990234
2018-09-10,59.209999084472656,59.33300018310547,58.53049850463867,58.75299835205078,58.75299835205078,27670000,61.000349807739255,61.24499988555908,60.837820053100586,60.79249954223633
2018-09-11,58.55500030517578,59.547000885009766,58.29750061035156,59.4995002746582,59.4995002746582,29254000,60.668949890136716,61.098374938964845,60.89862007141113,61.09749984741211
2018-09-12,59.099998474121094,59.53450012207031,58.30799865722656,58.58000183105469,58.58000183105469,35716000,60.29765014648437,60.882024955749515,60.928110122680664,60.87049865722656
2018-09-13,58.98500061035156,59.393001556396484,58.46099853515625,59.106998443603516,59.106998443603516,40068000,59.88510017395019,60.75682487487793,60.99397010803223,61.087501525878906
2018-09-14,59.400001525878906,59.400001525878906,58.67599868774414,58.89899826049805,58.89899826049805,24176000,59.50279998779297,60.64162483215332,61.03066009521484,61.05799865722656
2018-09-17,58.88850021362305,59.090999603271484,57.92300033569336,57.99150085449219,57.99150085449219,34096000,59.1429500579834,60.50157489776611,61.03541007995605,61.837501525878906
2018-09-18,58.132999420166016,59.06650161743164,58.07149887084961,58.355499267578125,58.355499267578125,32314000,58.92195014953613,60.364474868774415,61.0352400970459,62.813499450683594
2018-09-19,58.448001861572266,58.813499450683594,57.930999755859375,58.7135009765625,58.7135009765625,25962000,58.797800064086914,60.25662498474121,61.04237014770508,62.292999267578125
2018-09-20,59.03350067138672,59.70000076293945,58.8125,59.57849884033203,59.57849884033203,29244000,58.83569984436035,60.18117485046387,61.06248008728027,63.23249816894531
2018-09-21,59.74599838256836,59.82899856567383,58.60300064086914,58.60599899291992,58.60599899291992,91222000,58.808349609375,60.05857486724854,61.03334007263184,62.72200012207031
2018-09-24,57.97050094604492,59.259498596191406,57.57500076293945,58.97800064086914,58.97800064086914,31150000,58.83084983825684,59.91559982299805,61.008480072021484,61.59000015258789
2018-09-25,59.212501525878906,59.84299850463867,58.704498291015625,59.69449996948242,59.69449996948242,33152000,58.850349807739256,59.75964984893799,61.00586006164551,60.56549835205078
2018-09-26,59.68450164794922,60.36199951171875,59.27000045776367,59.702999114990234,59.702999114990234,37650000,58.962649536132815,59.630149841308594,60.986840057373044,59.95500183105469
2018-09-27,60.0,60.84299850463867,59.90250015258789,60.36800003051758,60.36800003051758,36274000,59.088749694824216,59.486924934387204,60.98129005432129,59.199501037597656
2018-09-28,60.204498291015625,60.42250061035156,59.89149856567383,60.354000091552734,60.354000091552734,35612000,59.234249877929685,59.36852493286133,60.98927001953125,58.87950134277344
2018-10-01,60.650001525878906,61.209999084472656,60.15950012207031,60.42649841308594,60.42649841308594,33164000,59.47774963378906,59.31034984588623,60.999919967651365,58.75299835205078
2018-10-02,60.333499908447266,61.22600173950195,59.983001708984375,60.38199996948242,60.38199996948242,40180000,59.68039970397949,59.30117492675781,60.99655998229981,59.4995002746582
2018-10-03,60.599998474121094,60.70899963378906,60.10749816894531,60.576499938964844,60.576499938964844,26246000,59.866699600219725,59.33224983215332,60.94993995666504,58.58000183105469
2018-10-04,60.25149917602539,60.29499816894531,58.192501068115234,58.85350036621094,58.85350036621094,46576000,59.794199752807614,59.31494979858398,60.851069946289066,59.106998443603516
2018-10-05,58.79999923706055,59.099998474121094,57.715999603271484,58.39149856567383,58.39149856567383,31852000,59.772749710083005,59.290549659729,60.733399887084964,58.89899826049805
2018-10-08,58.0,58.792999267578125,56.77000045776367,57.79600143432617,57.79600143432617,46190000,59.654549789428714,59.242699813842776,60.636429901123044,57.99150085449219
2018-10-09,57.56549835205078,58.07749938964844,57.208499908447266,57.25849914550781,57.25849914550781,33690000,59.41094970703125,59.13064975738526,60.551559906005856,58.355499267578125
2018-10-10,56.81999969482422,56.85100173950195,54.57550048828125,54.608001708984375,54.608001708984375,58980000,58.90144996643066,58.93204975128174,60.41649993896485,58.7135009765625
2018-10-11,53.95199966430664,55.803001403808594,53.794498443603516,54.5369987487793,54.5369987487793,67696000,58.318349838256836,58.703549766540526,60.27424987792969,59.57849884033203
